Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SHD1_0384	99.39	0.12	Gradient Boost (General Model)	11	0.866	2399400	317.1877569666514	2399400	0.29	2189	1	2399400	None
SHD1_0397	99.0	0.05	Gradient Boost (General Model)	11	0.877	1530259	293.89782403027436	2120279	0.32	2114	2	1530259	None
SHD1_0430	99.98	0.27	Neural Network (Specific Model)	11	0.854	2032211	274.53314393939394	2032211	0.38	2112	1	2032211	None
SHD1_0542	99.99	0.37	Gradient Boost (General Model)	11	0.86	1032269	313.44674085850556	2061372	0.43	1887	5	1032269	None
SHD1_0555	99.17	0.23	Neural Network (Specific Model)	11	0.857	1885494	303.0494382022472	1885494	0.38	1780	1	1885494	None
SHD1_0568	98.64	0.12	Gradient Boost (General Model)	11	0.875	2178642	312.6669941060904	2178642	0.32	2036	1	2178642	None
SHD1_0569	98.7	0.15	Neural Network (Specific Model)	11	0.86	674190	294.2476559974135	3169996	0.3	3093	7	883697	None
SHD1_0592	100.0	0.42	Neural Network (Specific Model)	11	0.871	2912702	364.6761412575366	2912702	0.63	2322	1	2912702	None
SHD1_0617	100.0	0.45	Neural Network (Specific Model)	11	0.882	2369231	310.06533333333334	2369231	0.31	2250	1	2369231	None
SHD1_0757	100.0	0.55	Neural Network (Specific Model)	11	0.878	4624934	315.0211382113821	4624934	0.51	4305	1	4624934	None
SHD1_0895	99.75	0.67	Neural Network (Specific Model)	11	0.905	1830790	319.13910969793324	2657230	0.48	2516	3	1830790	None
SHD1_1039	99.6	0.85	Gradient Boost (General Model)	11	0.892	2479668	317.874730951356	2479668	0.44	2323	1	2479668	None
SHD1_1085	95.82	0.17	Neural Network (Specific Model)	11	0.873	864049	297.16338624338624	4812468	0.52	4725	12	986536	None
SHD1_1113	94.66	0.06	Neural Network (Specific Model)	11	0.864	1825959	310.26993865030676	2982088	0.61	2771	4	1825959	None
SHD1_1166	95.25	0.2	Gradient Boost (General Model)	11	0.878	643336	301.7662852112676	2339630	0.56	2272	5	741735	None
SHD1_1215	99.65	1.17	Gradient Boost (General Model)	11	0.834	2690106	310.9094308267553	2690106	0.31	2407	1	2690106	None
SHD1_1334	100.0	1.52	Gradient Boost (General Model)	11	0.871	2829504	316.62216237014235	2829504	0.29	2599	1	2829504	None
SHD1_1505	91.49	0.29	Gradient Boost (General Model)	11	0.878	1257571	277.0153531218014	1844396	0.34	1954	2	1257571	None
SHD1_1506	94.98	0.99	Gradient Boost (General Model)	11	0.746	2112435	398.87320666925166	4132764	0.39	2579	10	2112435	None
SHD1_1518	99.97	2.04	Neural Network (Specific Model)	11	0.841	3818233	295.06031396309555	3818233	0.29	3631	1	3818233	None
SHD1_1693	96.15	1.97	Neural Network (Specific Model)	11	0.829	1697858	296.849020846494	1697858	0.47	1583	1	1697858	None
SHD1_1710	93.89	1.59	Gradient Boost (General Model)	11	0.716	354715	389.0844621513944	4090002	0.44	2510	23	537097	None
SHD1_1733	95.59	2.03	Neural Network (Specific Model)	11	0.893	111499	310.2156652360515	1937590	0.46	1864	25	181620	None
SHD1_1813	85.74	0.46	Gradient Boost (General Model)	4	0.76	5171011	362.8092087124345	5171011	0.52	3627	1	5171011	None
SHD1_1890	89.45	1.64	Gradient Boost (General Model)	11	0.791	248077	230.88796102992345	2502702	0.31	2874	13	710233	None
SHD1_1921	98.47	3.53	Gradient Boost (General Model)	11	0.872	563168	278.70415913200725	2643941	0.34	2765	7	1050118	None
SHD1_1954	80.3	0.04	Gradient Boost (General Model)	11	0.835	194045	250.30847457627118	1847920	0.61	2065	17	390284	None
SHD1_2022	98.98	4.0	Gradient Boost (General Model)	11	0.868	1114963	296.850604695281	4323402	0.29	4217	9	1260604	None
SHD1_2076	93.54	3.37	Gradient Boost (General Model)	11	0.711	51744	381.9154113557358	4170145	0.44	2589	190	181836	None
SHD1_2089	91.59	3.07	Gradient Boost (General Model)	11	0.858	157253	300.25626620570443	2425135	0.29	2314	33	374311	None
SHD1_2141	99.68	5.08	Neural Network (Specific Model)	11	0.903	200153	309.12176039119805	2094280	0.39	2045	16	332024	None
SHD1_2174	92.62	3.9	Neural Network (Specific Model)	11	0.847	466588	298.292746792354	4026371	0.42	3819	15	947312	None
SHD1_2195	82.81	2.09	Neural Network (Specific Model)	11	0.882	471617	312.17691415313226	1827706	0.3	1724	9	815275	None
SHD1_2292	75.24	1.48	Gradient Boost (General Model)	11	0.812	31116	235.871875	2220741	0.32	2560	126	101021	None
SHD1_2307	100.0	6.67	Neural Network (Specific Model)	11	0.833	1993435	294.1121015667207	3919332	0.29	3702	3	1993435	None
SRR14842322_bin_907	99.72	1.98	Neural Network (Specific Model)	11	0.885	36703	286.1012658227848	2371977	0.38	2449	112	106005	None
SRR14842324_bin_53672	84.58	0.0	Neural Network (Specific Model)	11	0.896	18612	284.24146492861576	1530733	0.37	1611	124	78798	None
SRR14842324_bin_97665	88.1	4.68	Gradient Boost (General Model)	11	0.891	7507	300.7015953589558	2790909	0.37	2758	503	42824	None
SRR14842325_bin_38074	96.69	1.2	Neural Network (Specific Model)	11	0.897	9735	316.2441016333938	2327755	0.51	2204	320	30167	None
SRR14842325_bin_38817	99.99	0.47	Neural Network (Specific Model)	11	0.873	70993	342.65163204747773	1982399	0.62	1685	49	125312	None
SRR14842327_bin_73	95.69	0.9	Neural Network (Specific Model)	11	0.895	18833	335.681351981352	4822045	0.43	4290	455	129826	None
SRR14842334_bin_11860	100.0	0.48	Gradient Boost (General Model)	11	0.898	17467	298.42392300641615	2169978	0.34	2182	166	71526	None
SRR14842334_bin_13149	90.21	5.39	Gradient Boost (General Model)	11	0.879	7119	303.2290930506478	1754665	0.63	1698	333	28500	None
SRR14842335_bin_14109	89.46	2.6	Neural Network (Specific Model)	11	0.918	114715	381.1240135287486	3309408	0.44	2661	56	310359	None
SRR14842344_bin_22860	80.84	3.48	Neural Network (Specific Model)	11	0.905	19764	312.4339883753114	3738014	0.56	3613	279	55407	None
SRR14842345_bin_41671	76.92	2.12	Neural Network (Specific Model)	11	0.877	5818	281.37442396313367	1668475	0.61	1736	339	25064	None
SRR14842351_bin_5887	94.65	0.08	Neural Network (Specific Model)	11	0.9	51789	304.17162629757786	2925822	0.37	2890	129	166174	None
SRR14842351_bin_7470	81.28	1.69	Neural Network (Specific Model)	11	0.892	6996	280.957046603032	3361109	0.51	3562	606	31701	None
SRR14842353_bin_4189	99.62	2.58	Neural Network (Specific Model)	11	0.901	22887	300.2046370967742	1980069	0.29	1984	159	118339	None
SRR14842356_bin_7423	100.0	0.65	Neural Network (Specific Model)	11	0.879	70297	325.11894736842106	2104834	0.62	1900	93	219748	None
SRR14842359_bin_11901	99.93	1.76	Neural Network (Specific Model)	11	0.884	32180	300.55630720254675	2560647	0.3	2513	120	169948	None
SRR14842359_bin_16582	80.28	3.91	Neural Network (Specific Model)	11	0.873	9046	298.92569124423966	1780821	0.6	1736	269	47615	None
SRR14842362_bin_14758	85.94	0.06	Neural Network (Specific Model)	11	0.864	16034	308.86487907465823	2038486	0.61	1902	214	56926	None
SRR14842362_bin_16958	99.99	0.01	Neural Network (Specific Model)	11	0.882	30918	302.8910555320051	2426301	0.53	2359	137	102713	None
SRR14842363_bin_43	82.79	0.52	Neural Network (Specific Model)	11	0.926	5463	269.61679040548256	1526949	0.4	1751	335	54168	None
SRR14842366_bin_5198	80.69	1.1	Neural Network (Specific Model)	11	0.897	4795	278.5521126760563	1980679	0.43	2130	478	23044	None
SRR14842368_bin_53	93.63	2.88	Gradient Boost (General Model)	11	0.881	7310	289.87262569832404	1763271	0.63	1790	311	49203	None
SRR14842373_bin_5997	90.35	0.61	Gradient Boost (General Model)	11	0.724	5360	334.1867724867725	2616067	0.43	1890	589	44390	None
SRR14842375_bin_11388	83.8	2.88	Neural Network (Specific Model)	11	0.886	11014	298.6576144834931	1896512	0.64	1878	263	56214	None
SRR14842375_bin_26248	98.23	0.19	Gradient Boost (General Model)	11	0.882	74700	308.2764306498545	2159311	0.57	2062	90	259304	None
SRR14842380_bin_11410	83.39	17.5	Neural Network (Specific Model)	11	0.875	3595	252.11410411622276	2851576	0.39	3304	888	53769	None
SRR14842392_bin_20002	95.88	0.5	Neural Network (Specific Model)	11	0.916	32654	311.4986531986532	3024364	0.41	2970	191	153170	None
SRR14842396_bin_25503	93.24	5.38	Gradient Boost (General Model)	11	0.927	4465	260.08872651356995	1608252	0.4	1916	424	29854	None
SRR14842396_bin_62310	99.99	0.09	Neural Network (Specific Model)	11	0.842	39817	292.16691068814055	3553610	0.28	3415	222	144700	None
SRR14842398_bin_83	99.99	0.06	Neural Network (Specific Model)	11	0.866	112907	294.9608910891089	2061405	0.47	2020	41	206762	None
SRR14842404_bin_9137	99.94	0.0	Neural Network (Specific Model)	11	0.907	150366	316.29652562779495	3036599	0.43	2907	48	448805	None
SRR14842407_bin_117074	87.08	1.41	Gradient Boost (General Model)	11	0.92	6959	345.60354633656743	3363649	0.67	2989	641	35585	None
SRR14842407_bin_124092	89.63	1.61	Neural Network (Specific Model)	11	0.884	47884	361.9808253438933	2942142	0.49	2399	106	91422	None
SRR14842407_bin_60888	81.27	2.39	Neural Network (Specific Model)	11	0.874	9196	345.74646074646074	2762963	0.48	2331	411	70446	None
SRR14842407_bin_84910	88.37	0.67	Gradient Boost (General Model)	11	0.913	5900	305.0750144258511	1734412	0.49	1733	392	20626	None
SRR14842420_bin_10862	74.93	5.98	Neural Network (Specific Model)	11	0.888	6721	278.935264825713	2078265	0.29	2209	385	29605	None
SRR14842420_bin_196	97.65	0.18	Neural Network (Specific Model)	11	0.899	496833	358.21787521079256	3539559	0.46	2965	21	900248	None
SRR21169623_bin_24077	83.31	16.58	Gradient Boost (General Model)	11	0.914	3129	263.8681420009221	1876474	0.31	2169	634	28799	None
SRR21169623_bin_2572	98.43	0.18	Gradient Boost (General Model)	11	0.903	109609	309.70324846356453	2338412	0.56	2278	48	275568	None
SRR21169623_bin_2812	99.94	0.64	Neural Network (Specific Model)	11	0.907	163210	380.53022312373224	3098921	0.6	2465	39	252557	None
SRR21169625_bin_54228	94.7	0.64	Gradient Boost (General Model)	11	0.866	26379	317.02930005425935	2021657	0.63	1843	149	93235	None
SRR21169628_bin_28481	91.63	6.02	Gradient Boost (General Model)	11	0.919	4364	296.40728291316526	1723656	0.31	1785	464	27070	None
SRR21169629_bin_15907	84.0	0.02	Neural Network (Specific Model)	11	0.905	58070	354.46118721461187	2570545	0.45	2190	76	200365	None
SRR21169630_bin_126	94.97	0.41	Gradient Boost (General Model)	11	0.92	11777	313.6093294460641	1751265	0.37	1715	227	41407	None
SRR23153012_bin_13066	91.75	3.12	Gradient Boost (General Model)	11	0.875	6778	306.2867981790592	1382270	0.32	1318	267	28571	None
SRR23153089_bin_11497	93.94	9.66	Gradient Boost (General Model)	11	0.895	3074	277.7861926841834	1804593	0.32	1941	628	15180	None
SRR23153089_bin_11954	93.91	4.01	Neural Network (Specific Model)	11	0.869	14100	313.9216975493126	1810289	0.62	1673	203	47660	None
EHA01874_bin.19	78.07	2.67	Gradient Boost (General Model)	11	0.909	4819	270.993981083405	1038842	0.31	1163	250	17561	None
EHA01875_bin.14	86.38	6.58	Gradient Boost (General Model)	11	0.868	2777	245.21954742416946	1758652	0.31	2077	650	17275	None
EHA01880_bin.19	64.76	4.74	Neural Network (Specific Model)	11	0.907	6668	288.5011320754717	1263026	0.3	1325	237	27706	None
EHA01906_bin.11	94.46	0.13	Neural Network (Specific Model)	11	0.911	40461	350.2007216959856	2554279	0.44	2217	118	93920	None
EHA01906_bin.24	80.66	5.22	Gradient Boost (General Model)	11	0.88	6001	290.5783633841886	1426421	0.63	1442	314	23539	None
EHA01908_bin.17	92.17	0.24	Neural Network (Specific Model)	11	0.883	78548	327.9099590723056	3259502	0.46	2932	62	305556	None
EHA01914_bin.3	91.43	6.17	Neural Network (Specific Model)	11	0.854	5529	264.66222084367246	2995265	0.29	3224	643	30212	None
EHA01925_bin.24	88.69	3.89	Neural Network (Specific Model)	11	0.879	6260	284.53731343283584	1753753	0.63	1809	360	21986	None
EHA01926_bin.3	75.4	4.58	Gradient Boost (General Model)	11	0.88	4608	274.69196988707654	1489859	0.63	1594	370	36017	None
EHA01929_bin.42	99.8	2.7	Neural Network (Specific Model)	11	0.877	22989	305.39057863501483	2814956	0.27	2696	212	99373	None
EHA01958_bin.207	97.61	1.48	Neural Network (Specific Model)	11	0.898	60712	311.95229186155285	2225849	0.29	2138	82	163348	None
EHA05620_bin.58	99.63	0.13	Neural Network (Specific Model)	11	0.884	151618	325.82602409638554	2290892	0.5	2075	29	302107	None
EHA05625_bin.101	99.2	0.35	Neural Network (Specific Model)	11	0.821	43912	285.44328493647913	2297591	0.37	2204	94	148122	None
EHA05637_bin.72	85.8	5.93	Neural Network (Specific Model)	11	0.852	4739	269.93598382749326	2819982	0.29	2968	710	44906	None
EHA05641_bin.62	99.67	2.65	Gradient Boost (General Model)	11	0.901	8941	290.1735751295337	1489722	0.27	1544	227	68357	None
EHA05646_bin.33	93.99	0.04	Gradient Boost (General Model)	11	0.946	34028	298.48538011695905	806764	0.3	855	47	59781	None
EHA05646_bin.44	99.26	2.2	Gradient Boost (General Model)	11	0.907	75440	298.19769673704417	1539953	0.25	1563	33	239623	None
EHA05651_bin.9	100.0	0.09	Gradient Boost (General Model)	11	0.833	46813	315.22050290135394	1757576	0.38	1551	66	138223	None
EHA05659_bin.3	99.83	0.05	Gradient Boost (General Model)	11	0.881	26450	293.54009433962267	1692385	0.3	1696	95	90888	None
EHA05659_bin.91	76.77	9.63	Gradient Boost (General Model)	11	0.868	4975	284.9044394281415	1307221	0.32	1329	311	19414	None
EHA05667_bin.24	95.01	0.42	Neural Network (Specific Model)	11	0.906	98026	326.2078229948637	2729105	0.43	2531	66	238309	None
ERR1913488_bin_31881	88.71	7.26	Neural Network (Specific Model)	11	0.896	13969	296.686873747495	1980861	0.3	1996	198	67493	None
ERR1913680_bin_48824	84.69	4.97	Neural Network (Specific Model)	11	0.903	10138	316.5585798816568	1774888	0.64	1690	269	45333	None
ERR1913680_bin_55869	89.78	1.42	Neural Network (Specific Model)	11	0.901	8179	284.72833534864975	2347813	0.48	2481	392	34040	None
ERR1913872_bin_38837	99.74	0.29	Gradient Boost (General Model)	11	0.878	33721	322.71952736318406	1771113	0.63	1608	77	89131	None
ERR1913992_bin_2606	87.28	0.76	Gradient Boost (General Model)	11	0.875	4924	286.58360232408006	1519865	0.63	1549	363	23414	None
ERR1913992_bin_40941	93.9	8.72	Gradient Boost (General Model)	11	0.899	3070	249.5258693808312	1961053	0.3	2358	647	23041	None
ERR1914136_bin_105812	82.87	3.14	Neural Network (Specific Model)	11	0.882	7128	300.80187997107737	1413471	0.63	1383	269	25590	None
ERR1914136_bin_83762	99.79	0.03	Neural Network (Specific Model)	11	0.9	71353	352.45126705653024	2408740	0.54	2052	70	183396	None
ERR1914256_bin_245	94.28	4.38	Gradient Boost (General Model)	11	0.872	6979	286.823598820059	1670383	0.63	1695	314	29478	None
ERR1914904_bin_35	94.55	2.78	Gradient Boost (General Model)	11	0.878	7901	297.2701778385773	1483428	0.63	1462	252	21983	None
ERR1915144_bin_57561	91.43	6.75	Gradient Boost (General Model)	11	0.886	7549	264.2473834443387	1878303	0.29	2102	350	36838	None
ERR1915264_bin_8348	99.97	0.46	Neural Network (Specific Model)	11	0.887	40403	287.0054024851432	1793108	0.39	1851	78	128634	None
ERR1915456_bin_36325	95.91	1.03	Gradient Boost (General Model)	11	0.886	7609	281.7406639004149	1836758	0.58	1928	318	29260	None
ERR1915456_bin_74152	94.69	4.06	Gradient Boost (General Model)	11	0.858	9202	294.2319004524887	1817061	0.31	1768	260	51732	None
ERR1915792_bin_63481	84.08	1.17	Gradient Boost (General Model)	11	0.924	3064	263.525748502994	1426036	0.31	1670	486	14180	None
ERR1916008_bin_71106	85.41	9.4	Neural Network (Specific Model)	11	0.9	5341	291.5984724495363	1778510	0.64	1833	418	33306	None
GL_01_05_bin_168	98.03	0.05	Gradient Boost (General Model)	11	0.905	58967	331.0819158460161	2445933	0.48	2234	72	194823	None
GL_02_01_bin_49086	97.17	2.81	Gradient Boost (General Model)	11	0.907	55654	320.8053475935829	2970861	0.46	2805	91	122831	None
GL_02_02_bin_37895	99.91	1.96	Neural Network (Specific Model)	11	0.878	87413	351.2612296110414	4778021	0.37	3985	88	291695	None
GL_02_02_bin_56167	98.83	1.62	Neural Network (Specific Model)	11	0.893	44515	321.1056179775281	4792469	0.59	4450	175	180869	None
GL_02_02_bin_92511	89.54	1.36	Gradient Boost (General Model)	11	0.789	4731	250.83475661827498	4458761	0.45	4684	1089	24186	None
GL_02_02_bin_9917	98.19	1.35	Gradient Boost (General Model)	11	0.935	20595	325.4851376146789	2840399	0.47	2725	233	80583	None
GL_02_03_bin_102074	94.73	0.9	Gradient Boost (General Model)	11	0.872	12895	283.8424304840371	1893772	0.53	1942	247	103439	None
GL_02_03_bin_62894	96.14	1.36	Neural Network (Specific Model)	11	0.908	60735	323.4589483394834	2313118	0.37	2168	79	193985	None
GL_02_05_bin_144	100.0	0.23	Neural Network (Specific Model)	11	0.862	306318	310.68808378148884	3812991	0.42	3533	26	490219	None
GL_03_02_bin_143284	90.48	2.73	Neural Network (Specific Model)	11	0.913	33186	321.7063136456212	2590686	0.42	2455	135	85026	None
GL_03_02_bin_197188	97.51	0.2	Gradient Boost (General Model)	11	0.885	136681	305.66404715127703	2105457	0.56	2036	31	197206	None
GL_03_02_bin_716	96.57	1.08	Gradient Boost (General Model)	11	0.899	110634	314.80673244341267	1808247	0.54	1723	36	200376	None
GL_03_05_bin_46584	81.78	7.93	Neural Network (Specific Model)	11	0.88	5977	292.68879668049794	1680509	0.63	1687	365	24791	None
GL_03_06_bin_39738	96.84	7.07	Gradient Boost (General Model)	11	0.93	6097	278.767283614589	3297648	0.68	3674	704	28026	None
GL_03_11_bin_51758	86.07	3.18	Gradient Boost (General Model)	11	0.899	6821	279.4141104294479	1517071	0.3	1630	287	23690	None
GL_04_01_bin_96213	100.0	9.66	Gradient Boost (General Model)	11	0.891	7143	275.5305357811915	2473133	0.29	2669	461	31500	None
GL_04_01_bin_96477	85.0	5.16	Neural Network (Specific Model)	11	0.875	13358	297.0981924767953	2080370	0.48	2047	224	41584	None
GL_04_03_bin_238	88.57	1.27	Neural Network (Specific Model)	11	0.846	16538	283.2600143061516	2803218	0.45	2796	247	107066	None
GL_04_04_bin_15338	82.86	1.85	Gradient Boost (General Model)	11	0.905	4456	278.7451536643026	1948619	0.49	2115	501	19523	None
GL_04_08_bin_46094	96.15	0.02	Gradient Boost (General Model)	11	0.869	53252	332.94509232264335	2363067	0.41	2058	102	296435	None
GL_04_09_bin_56978	85.49	5.09	Neural Network (Specific Model)	11	0.844	4597	259.5610700457585	2618886	0.28	2841	684	29917	None
GL_04_10_bin_30911	96.22	1.27	Gradient Boost (General Model)	11	0.883	14781	296.9429347826087	1853626	0.58	1840	184	51873	None
GL_05_01_bin_51117	97.73	1.3	Gradient Boost (General Model)	11	0.912	153574	315.5061025223759	2545261	0.41	2458	54	291124	None
GL_05_10_bin_53346	83.82	6.71	Gradient Boost (General Model)	11	0.899	5226	268.3193231441048	1637502	0.3	1832	374	25448	None
GL_06_02_bin_71763	84.39	3.14	Neural Network (Specific Model)	11	0.897	116300	293.00434512725013	1576327	0.35	1611	33	602358	None
GL_06_03_bin_505	97.7	0.0	Gradient Boost (General Model)	11	0.879	47518	307.9251396648045	1877649	0.57	1790	67	131353	None
GL_06_04_bin_115576	86.75	14.55	Gradient Boost (General Model)	11	0.846	5439	276.6260611205433	2310055	0.31	2356	507	21271	None
GL_06_04_bin_406	96.21	0.23	Neural Network (Specific Model)	11	0.919	17637	290.0906298003072	1844735	0.39	1953	168	67219	None
GL_07_03_bin_220	86.33	0.43	Neural Network (Specific Model)	11	0.866	11403	309.8175182481752	2349192	0.64	2192	299	67857	None
GL_07_03_bin_41647	82.79	1.62	Neural Network (Specific Model)	11	0.872	35401	304.8082129963899	2319294	0.54	2216	104	114476	None
GL_07_05_bin_115294	92.35	0.9	Gradient Boost (General Model)	11	0.877	44995	303.54573850959395	2325976	0.27	2241	81	144103	None
GL_07_07_bin_43213	98.56	2.04	Neural Network (Specific Model)	11	0.872	80665	301.3660828705681	2420285	0.54	2341	76	231736	None
GL_07_07_bin_56209	99.98	0.42	Neural Network (Specific Model)	11	0.879	36792	284.7894447498626	1764500	0.4	1819	106	130354	None
GL_07_11_bin_58296	91.83	3.42	Gradient Boost (General Model)	11	0.899	7137	275.8701095461659	1761983	0.57	1917	324	31465	None
GL_08_05_bin_162	91.76	4.27	Gradient Boost (General Model)	11	0.866	11972	318.0689238210399	1819375	0.64	1654	215	59839	None
GL_08_07_bin_25935	87.43	1.15	Neural Network (Specific Model)	11	0.899	9686	290.6572926596759	2031089	0.29	2098	285	38516	None
GL_08_07_bin_30162	97.45	0.07	Neural Network (Specific Model)	4	0.908	101321	338.2532402791625	1118595	0.31	1003	32	184581	None
GL_08_07_bin_3561	100.0	0.01	Neural Network (Specific Model)	11	0.955	116591	308.49869109947645	1475107	0.3	1528	23	351513	None
GL_08_X_bin_22	99.93	1.43	Neural Network (Specific Model)	11	0.901	20617	306.434309623431	2433769	0.6	2390	171	58139	None
MS_03_04_bin_50	96.2	1.01	Gradient Boost (General Model)	11	0.877	36965	327.25742574257424	2712070	0.63	2424	109	106939	None
MS_05_01_bin_49495	99.98	0.11	Neural Network (Specific Model)	11	0.888	67392	308.1913004882379	2342961	0.36	2253	91	286210	None
MS_05_01_bin_89	100.0	1.86	Neural Network (Specific Model)	11	0.878	230307	318.1435236004391	3954917	0.57	3644	27	395032	None
PRJEB20308A_bin_224944	90.56	3.47	Neural Network (Specific Model)	11	0.865	22840	327.78136200716847	2217829	0.62	1953	159	79488	None
PRJEB20308B_bin_218812	93.01	6.45	Gradient Boost (General Model)	11	0.896	5138	271.4557086614173	1844491	0.29	2032	422	25963	None
PRJEB20308B_bin_273116	89.35	5.04	Gradient Boost (General Model)	11	0.882	6204	295.8281967213115	1531802	0.63	1525	313	27025	None
PRJEB20308B_bin_555479	97.72	0.51	Neural Network (Specific Model)	11	0.839	26397	290.304003954523	2095974	0.43	2023	152	69581	None
PRJNA738608A_bin_160037	98.04	1.41	Neural Network (Specific Model)	11	0.838	39334	278.16082359488036	3572131	0.38	3594	178	212871	None
PRJNA738608A_bin_168975	95.49	0.02	Neural Network (Specific Model)	11	0.919	23693	302.4914391485423	2128877	0.39	2161	164	83293	None
PRJNA738608A_bin_174520	95.14	0.59	Gradient Boost (General Model)	11	0.883	31891	313.643961352657	2203030	0.29	2070	106	134373	None
PRJNA738608A_bin_248712	99.99	0.39	Neural Network (Specific Model)	11	0.85	185086	311.7917012448133	3971645	0.39	3615	64	358514	None
PRJNA738608A_bin_48410	99.88	2.1	Neural Network (Specific Model)	11	0.891	86165	307.37557251908396	2032240	0.45	1965	55	183333	None
PRJNA738608B_bin_317808	80.79	4.07	Neural Network (Specific Model)	11	0.875	4960	265.683343888537	2872875	0.64	3158	684	26743	None
PRJNA738608B_bin_362169	100.0	0.01	Gradient Boost (General Model)	11	0.921	32308	329.79041916167665	2148045	0.41	2004	104	79339	None
PRJNA738608B_bin_372036	87.92	3.48	Neural Network (Specific Model)	11	0.886	11426	279.01103896103893	1452273	0.41	1540	185	117829	None
PRJNA738608B_bin_415160	97.54	3.1	Gradient Boost (General Model)	11	0.89	10513	288.1281327214966	2747295	0.43	2833	436	49337	None
PRJNA738608B_bin_522740	84.63	7.64	Gradient Boost (General Model)	11	0.88	3211	256.38260869565215	3210791	0.33	3680	1047	21971	None
PRJNA738608B_bin_781359	78.23	9.64	Gradient Boost (General Model)	11	0.884	6204	276.2849369988545	3271920	0.27	3492	711	32684	None
PRJNA738608C_bin_36031	77.42	9.02	Gradient Boost (General Model)	11	0.899	3136	252.7553246753247	1620495	0.3	1925	536	26426	None
PRJNA871950C_bin_41243	87.41	0.73	Neural Network (Specific Model)	11	0.91	6774	309.41164817749603	2570580	0.39	2524	505	121933	None
PRJNA871950C_bin_42022	88.67	0.53	Neural Network (Specific Model)	11	0.827	30425	340.7006896551724	2685441	0.48	2175	143	105938	None
PRJNA871950_bin_125846	90.85	2.76	Gradient Boost (General Model)	11	0.895	14977	318.66932801064536	1604428	0.66	1503	162	51411	None
PRJNA871950_bin_186321	77.47	4.21	Gradient Boost (General Model)	11	0.876	5428	269.23478260869564	2117342	0.62	2300	482	43907	None
PRJNA925857_bin_153337	95.43	1.88	Neural Network (Specific Model)	11	0.881	19077	326.32888631090486	1913304	0.61	1724	203	105020	None
PRJNA925857_bin_68140	85.99	0.3	Neural Network (Specific Model)	11	0.874	37501	319.5172212492703	1875739	0.48	1713	85	91868	None
PRJNA925857_bin_68643	93.34	0.18	Neural Network (Specific Model)	11	0.906	19572	317.67056783701776	2422031	0.41	2307	199	69494	None
PRJNA925857_bin_73067	93.26	0.91	Neural Network (Specific Model)	11	0.907	19315	309.6157258064516	2533582	0.44	2480	212	76885	None
SA000208_bin_148177	94.75	6.07	Gradient Boost (General Model)	11	0.897	6467	277.51373493975905	1923999	0.29	2075	390	26615	None
SA000209_bin_123	98.99	0.09	Gradient Boost (General Model)	11	0.908	63937	361.2990142387733	2176616	0.43	1826	73	135580	None
SA000209_bin_432010	81.65	3.6	Neural Network (Specific Model)	11	0.902	4416	268.73848069738483	1434239	0.3	1606	384	14175	None
SA000209_bin_640167	82.34	0.65	Neural Network (Specific Model)	11	0.875	7428	262.24938514510575	1825059	0.37	2033	324	48528	None
SA000209_bin_698287	85.71	0.28	Neural Network (Specific Model)	11	0.912	23862	352.7614125753661	2690116	0.45	2322	168	90989	None
SA000209_bin_72	86.23	0.37	Neural Network (Specific Model)	11	0.885	35362	365.6880195599022	2532229	0.51	2045	109	185522	None
SA000210_bin_163030	99.99	0.2	Neural Network (Specific Model)	11	0.907	42013	355.54253308128546	2484745	0.39	2116	97	150129	None
SA000210_bin_253957	89.93	2.6	Gradient Boost (General Model)	11	0.915	8277	291.1344276841171	2147599	0.41	2254	346	51974	None
SA000211_bin_103519	78.89	2.15	Neural Network (Specific Model)	11	0.878	12621	293.0385269121813	1764404	0.49	1765	202	52509	None
SA000213_bin_104716	93.9	1.41	Gradient Boost (General Model)	11	0.901	11096	294.1163586584531	1428919	0.3	1461	190	32240	None
SA000213_bin_176843	98.63	0.06	Gradient Boost (General Model)	11	0.919	64652	367.6630378434422	2310818	0.43	1929	64	180210	None
SA000214_bin_100550	89.24	2.07	Neural Network (Specific Model)	11	0.914	20613	293.00565217391306	2207456	0.38	2300	221	117495	None
SA000214_bin_108327	87.69	4.59	Gradient Boost (General Model)	11	0.891	5677	268.9087397392564	1872917	0.3	2071	416	30601	None
SA000214_bin_156201	94.16	4.49	Gradient Boost (General Model)	11	0.898	6686	278.88047593293675	1720448	0.29	1849	360	25490	None
SA000214_bin_162396	99.89	0.51	Neural Network (Specific Model)	11	0.91	58417	309.2989021956088	2040585	0.28	2004	93	124248	None
SA000214_bin_276293	96.84	1.32	Gradient Boost (General Model)	11	0.904	61140	321.998320268757	1904562	0.37	1786	53	142619	None
SA000214_bin_294913	97.43	0.12	Neural Network (Specific Model)	11	0.91	77515	325.6194912217843	2989807	0.41	2791	97	187357	None
SA000215_bin_19785	99.88	0.01	Neural Network (Specific Model)	11	0.887	68472	297.67182846932695	1688686	0.41	1679	57	178540	None
SA000215_bin_473310	93.43	0.15	Gradient Boost (General Model)	11	0.903	14535	348.2932735426009	2578574	0.54	2230	279	71290	None
