user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SRR14842367_bin_15863	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella stercoris	GCF_020735465.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella stercoris	96.26	0.699	GCF_020735465.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella stercoris	96.26	0.699	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963560155.1, s__Collinsella sp963560155, 95.0, 85.39, 0.158; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 84.86, 0.176; GCF_000156175.1, s__Collinsella intestinalis, 95.0, 85.69, 0.154; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 88.13, 0.198; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 85.59, 0.163	91.48	11	N/A	N/A
SRR14842367_bin_9370	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900555395	GCA_905197485.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900555395	99.59	0.9	GCA_905197485.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900555395	99.59	0.9	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	78.68	11	N/A	N/A
SRR14842368_bin_53	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.4	0.786	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.4	0.786	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.14, 0.379; GCA_963560155.1, s__Collinsella sp963560155, 95.0, 90.61, 0.389; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 89.6, 0.349; GCF_902364775.1, s__Collinsella sp902364775, 95.05, 95.02, 0.718; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 87.52, 0.176; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.56, 0.654; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.69, 0.438	85.91	11	N/A	N/A
SRR14842369_bin_9621	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia stuartii	GCA_900455155.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia stuartii	99.36	0.935	GCA_900455155.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia stuartii	99.36	0.935	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_041953975.1, s__Providencia zhejiangensis, 95.0, 84.77, 0.296	91.02	11	N/A	N/A
SRR14842371_bin_1602	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	96.78	0.833	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	96.78	0.833	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.02, 0.703; GCF_902364775.1, s__Collinsella sp902364775, 95.05, 94.52, 0.777; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 88.84, 0.352; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 85.07, 0.214; GCA_963560155.1, s__Collinsella sp963560155, 95.0, 90.08, 0.449; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 88.93, 0.52; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.47, 0.452	95.99	11	N/A	N/A
SRR14842372_bin_37	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	GCF_937906905.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	97.52	0.877	GCF_937906905.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	97.52	0.877	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008693005.1, s__Helicobacter_B canis, 95.0, 87.92, 0.152	90.12	11	N/A	N/A
SRR14842372_bin_49	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__Porphyromonas_A cangingivalis	GCF_900638305.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__Porphyromonas_A cangingivalis	98.43	0.915	GCF_900638305.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__Porphyromonas_A cangingivalis	98.43	0.915	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	74.75	11	N/A	N/A
SRR14842373_bin_5997	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum succiniciproducens	GCF_000482845.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum succiniciproducens	96.79	0.871	GCF_000482845.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum succiniciproducens	96.79	0.871	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	84.85	11	N/A	N/A
SRR14842374_bin_122	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	96.32	0.83	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	96.32	0.83	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900540845.1, s__Collinsella sp900540845, 95.0, 84.64, 0.157; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 85.05, 0.219; GCA_963560155.1, s__Collinsella sp963560155, 95.0, 90.11, 0.475; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.18, 0.74; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 88.53, 0.376; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.38, 0.467; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.18, 0.554; GCF_902364775.1, s__Collinsella sp902364775, 95.05, 94.63, 0.795	97.9	11	N/A	N/A
SRR14842374_bin_6431	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	GCF_001025215.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	98.44	0.898	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_959020145.1, s__Bifidobacterium sp959020145, 95.0, 91.57, 0.454; GCF_000800455.1, s__Bifidobacterium kashiwanohense_A, 95.0, 92.63, 0.64; GCF_040095915.1, s__Bifidobacterium hominis, 95.0, 93.25, 0.764; GCA_959028125.1, s__Bifidobacterium sp959028125, 95.0, 94.83, 0.589; GCF_000010425.1, s__Bifidobacterium adolescentis, 95.0, 85.07, 0.179; GCF_001025195.1, s__Bifidobacterium catenulatum, 95.3, 91.85, 0.658	94.45	11	N/A	N/A
SRR14842374_bin_9234	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	GCA_964239055.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	97.39	0.776	GCA_964239055.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	97.39	0.776	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_050219445.1, s__Fusobacterium_B sp019416805, 95.0, 94.6, 0.715; GCA_019416865.1, s__Fusobacterium_B sp019416865, 95.0, 83.48, 0.157; GCA_020024855.1, s__Fusobacterium_B sp020024855, 95.0, 85.06, 0.155; GCF_021531595.1, s__Fusobacterium_B sp900554355, 95.0, 85.97, 0.327	85.41	11	N/A	N/A
SRR14842375_bin_11196	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter sp900550335	GCF_047528295.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter sp900550335	97.65	0.863	GCF_047528295.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter sp900550335	97.65	0.863	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008151785.1, s__Peptacetobacter hiranonis, 95.0, 92.05, 0.582; GCF_047807365.1, s__Peptacetobacter sp900539645, 95.0, 91.89, 0.588	88.94	11	N/A	N/A
SRR14842375_bin_11388	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	GCA_902470815.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	96.43	0.747	GCA_902470815.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	96.43	0.747	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963560155.1, s__Collinsella sp963560155, 95.0, 86.29, 0.174; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 86.46, 0.184; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 87.66, 0.203; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 85.47, 0.173; GCF_000156175.1, s__Collinsella intestinalis, 95.0, 88.01, 0.222; GCF_902364775.1, s__Collinsella sp902364775, 95.05, 87.83, 0.207	75.77	11	N/A	N/A
SRR14842375_bin_11391	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.4	0.912	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.4	0.912	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_958443615.1, s__Collinsella sp958443615, 95.0, 90.46, 0.387; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.65, 0.34; GCF_902364775.1, s__Collinsella sp902364775, 95.05, 95.31, 0.816; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.89, 0.443; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.5, 0.672; GCA_963560155.1, s__Collinsella sp963560155, 95.0, 91.23, 0.407; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 89.29, 0.199	78.52	11	N/A	N/A
SRR14842375_bin_13690	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	97.23	0.768	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	97.23	0.768	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	65.97	11	N/A	N/A
SRR14842375_bin_26248	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp963560135	GCA_963560135.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp963560135	96.79	0.796	GCA_963560135.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp963560135	96.79	0.796	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	98.34	11	N/A	N/A
SRR14842375_bin_76	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	GCA_964239055.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	97.88	0.906	GCA_964239055.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	97.88	0.906	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_050219445.1, s__Fusobacterium_B sp019416805, 95.0, 95.35, 0.85; GCF_021531595.1, s__Fusobacterium_B sp900554355, 95.0, 87.24, 0.336; GCA_019416865.1, s__Fusobacterium_B sp019416865, 95.0, 84.83, 0.156; GCA_900542625.1, s__Fusobacterium_B sp900542625, 95.0, 84.69, 0.164; GCA_020024855.1, s__Fusobacterium_B sp020024855, 95.0, 84.85, 0.168	88.88	11	N/A	N/A
SRR14842376_bin_127	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	GCF_937906905.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	97.35	0.852	GCF_937906905.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	97.35	0.852	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008693005.1, s__Helicobacter_B canis, 95.0, 89.27, 0.173	87.37	11	N/A	N/A
SRR14842376_bin_16149	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens_B	GCF_958453765.1	95.08	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens_B	96.12	0.836	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_000434895.1, s__Phascolarctobacterium_A succinatutens_A, 95.0, 94.84, 0.753; GCA_963603005.1, s__Phascolarctobacterium_A sp963603005, 95.0, 94.84, 0.799; GCF_900753045.1, s__Phascolarctobacterium_A sp900753045, 95.0, 94.05, 0.754; GCA_934234275.1, s__Phascolarctobacterium_A sp934234275, 95.0, 93.76, 0.687; GCF_934190775.1, s__Phascolarctobacterium_A sp934190775, 95.0, 93.01, 0.722; GCF_937920985.1, s__Phascolarctobacterium_A sp937920985, 95.0, 94.31, 0.758; GCF_900770955.1, s__Phascolarctobacterium_A sp900770955, 95.0, 93.15, 0.759; GCF_934203365.1, s__Phascolarctobacterium_A sp934203365, 95.0, 94.55, 0.791; GCF_000188175.1, s__Phascolarctobacterium_A succinatutens, 95.0, 95.18, 0.811; GCF_902463975.1, s__Phascolarctobacterium_A sp902463975, 95.0, 94.77, 0.758; GCA_963659725.1, s__Phascolarctobacterium_A sp963659725, 95.0, 93.87, 0.786	93.57	11	N/A	N/A
SRR14842376_bin_190	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.06	0.839	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.06	0.839	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963560155.1, s__Collinsella sp963560155, 95.0, 90.36, 0.439; GCF_902364775.1, s__Collinsella sp902364775, 95.05, 94.94, 0.766; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 86.59, 0.22; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 88.75, 0.512; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.12, 0.746; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.36, 0.442; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 89.04, 0.358	96.93	11	N/A	N/A
SRR14842376_bin_28534	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum succiniciproducens	GCF_000482845.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum succiniciproducens	96.12	0.844	GCF_000482845.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum succiniciproducens	96.12	0.844	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.75	11	N/A	N/A
SRR14842376_bin_29890	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_C	GCF_026015295.1	97.02	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_C	97.34	0.767	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_900551985.1, s__Prevotella sp900551985, 95.0, 87.63, 0.199; GCA_959596915.1, s__Prevotella copri_N, 96.7, 97.28, 0.735; GCF_004535825.1, s__Prevotella hominis, 95.0, 87.25, 0.152; GCF_009494835.1, s__Prevotella copri_F, 96.78, 96.5, 0.707; GCA_037376525.1, s__Prevotella copri_U, 96.01, 87.82, 0.222; GCA_021636625.1, s__Prevotella sp021636625, 95.0, 87.87, 0.212; GCF_019249725.2, s__Prevotella sp945863825, 95.77, 87.99, 0.163; GCA_021640525.1, s__Prevotella copri_S, 96.7, 96.47, 0.663; GCF_019249795.2, s__Prevotella copri_B, 96.93, 95.67, 0.662; GCA_934196725.1, s__Prevotella sp934196725, 95.0, 86.63, 0.2; GCF_019249765.2, s__Prevotella copri_K, 96.7, 96.42, 0.715; GCF_051861805.1, s__Prevotella copri_M, 96.31, 87.76, 0.235; GCA_900555035.1, s__Prevotella sp900555035, 95.0, 86.62, 0.183; GCA_003463005.1, s__Prevotella copri_I, 95.0, 96.78, 0.729; GCA_934216735.1, s__Prevotella sp934216735, 96.23, 87.03, 0.204; GCF_024330485.1, s__Prevotella copri_L, 96.93, 96.84, 0.712; GCF_003465495.1, s__Prevotella copri_G, 96.82, 96.79, 0.676; GCF_019249805.2, s__Prevotella copri_A, 95.75, 87.34, 0.231; GCA_021635485.1, s__Prevotella copri_P, 96.22, 96.35, 0.688; GCA_963639495.1, s__Prevotella sp963639495, 96.24, 95.93, 0.677; GCF_040095255.1, s__Prevotella sinensis, 96.03, 87.96, 0.232; GCA_900544825.1, s__Prevotella sp900544825, 95.0, 87.35, 0.233; GCF_019249655.2, s__Prevotella sp900767615, 95.0, 87.78, 0.242; GCA_963594575.1, s__Prevotella sp963594575, 96.06, 95.81, 0.633; GCF_019127135.1, s__Prevotella sp900551275, 95.03, 94.97, 0.665; GCF_026095235.1, s__Prevotella sp900557035, 95.08, 87.82, 0.22; GCF_025151535.1, s__Prevotella copri, 96.45, 95.93, 0.673; GCA_021622245.1, s__Prevotella copri_J, 96.38, 96.15, 0.726; GCF_051861815.1, s__Prevotella sp934191715, 96.2, 96.42, 0.704; GCF_019249755.2, s__Prevotella sp900546535, 95.0, 88.61, 0.275; GCA_052349145.1, s__Prevotella copri_V, 96.93, 96.12, 0.731; GCF_026015465.1, s__Prevotella copri_E, 96.59, 95.78, 0.658; GCA_021628325.1, s__Prevotella copri_R, 96.62, 96.85, 0.717; GCA_958369755.1, s__Prevotella sp958369755, 95.0, 94.5, 0.562; GCF_015074785.1, s__Prevotella sp015074785, 96.86, 96.87, 0.696; GCA_900556795.1, s__Prevotella sp900556795, 95.0, 87.53, 0.203; GCA_021623045.1, s__Prevotella copri_T, 96.38, 96.37, 0.738; GCF_032490515.1, s__Prevotella sp934202525, 95.94, 95.42, 0.71; GCF_026015625.1, s__Prevotella copri_H, 97.07, 96.9, 0.714; GCA_052356385.1, s__Prevotella sp052356385, 95.0, 93.11, 0.42; GCA_021615735.1, s__Prevotella copri_Q, 96.09, 96.63, 0.798; GCA_021618535.1, s__Prevotella copri_O, 96.39, 96.43, 0.74	97.45	11	N/A	N/A
SRR14842376_bin_34	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C magdeburgensis	GCF_000765825.2	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C magdeburgensis	96.81	0.869	GCF_000765825.2	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C magdeburgensis	96.81	0.869	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000155475.1, s__Helicobacter_C cinaedi, 95.0, 94.88, 0.823; GCF_003670275.1, s__Helicobacter_C labetoulli, 95.0, 89.76, 0.613; GCA_963559865.1, s__Helicobacter_C sp963559865, 95.0, 89.39, 0.622	94.37	11	N/A	N/A
